types,LocationAbbr,LocationDesc,LocationID,Topic,TopicID,YearStart,YearEnd,StratificationCategoryID1,StratificationID1,Question,QuestionID,DataValueType,DataValueTypeID,DataValueUnit,LowConfidenceLimit,HighConfidenceLimit,DataValueAlt,HospitalNumber,Population,predict_value
Mortality,AK,Alaska,2,Diabetes,DIA,2020,2020,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",56.3,67.7,62,11,733406,45.61
Mortality,AK,Alaska,2,Diabetes,DIA,2021,2021,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",,,45.61,11,733406,45.61
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2010,2010,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",525.1,591,558.1,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2011,2011,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",556.4,623.7,590,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2012,2012,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",555,622.4,588.7,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2013,2013,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",593.7,664.4,629.1,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2014,2014,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",611.2,683.4,647.3,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2015,2015,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",622.1,695.5,658.8,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2016,2016,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",604.6,676.7,640.7,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2017,2017,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",595.6,667.7,631.7,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2018,2018,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",602,675.3,638.7,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2019,2019,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",582.1,655.1,618.6,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2020,2020,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",683,762.6,722.8,11,733406,675.11
Mortality,AK,Alaska,2,Overarching Conditions,OVC,2021,2021,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",,,675.11,11,733406,675.11
Mortality,AL,Alabama,1,Alcohol,ALC,2010,2010,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",9.6,11.5,10.5,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2011,2011,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",10.5,12.4,11.5,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2012,2012,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",11.9,13.9,12.9,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2013,2013,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",11,12.9,11.9,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2014,2014,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",13,15.1,14.1,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2015,2015,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",13.7,15.8,14.7,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2016,2016,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",14.9,17.2,16.1,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2017,2017,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",14.4,16.6,15.5,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2018,2018,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",14.5,16.7,15.6,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2019,2019,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",15.8,18.1,16.9,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2020,2020,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",18.4,20.9,19.6,90,5108468,18.53
Mortality,AL,Alabama,1,Alcohol,ALC,2021,2021,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",,,18.53,90,5108468,18.53
Mortality,AL,Alabama,1,Asthma,AST,2010,2010,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",9.8,16.4,12.8,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2011,2011,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",5.2,10.4,7.5,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2012,2012,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",9,15.3,11.8,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2013,2013,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",6.3,11.7,8.7,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2014,2014,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",8.9,15.2,11.8,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2015,2015,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",8,14,10.7,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2016,2016,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",7.3,13.1,9.9,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2017,2017,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",11.9,19.1,15.2,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2018,2018,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",9.5,16,12.5,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2019,2019,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",9,15.3,11.8,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2020,2020,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",9.8,16.4,12.8,90,5108468,13.38
Mortality,AL,Alabama,1,Asthma,AST,2021,2021,OVERALL,OVR,asthma mortality rate,AST4_1,Crude Rate,CRDRATE,"cases per 1,000,000",,,13.38,90,5108468,13.38
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",52.7,56.9,54.8,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",51.4,55.5,53.5,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",52.4,56.6,54.5,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",51.8,55.9,53.9,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",52.8,57,54.9,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",58.3,62.6,60.4,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",58.8,63.2,61,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",57.9,62.3,60.1,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",60.9,65.4,63.2,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",61.8,66.3,64.1,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",66.6,71.2,68.9,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from cerebrovascular disease (stroke),CVD1_5,Crude Rate,CRDRATE,"cases per 100,000",,,67.09,90,5108468,67.09
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",113.2,119.3,116.3,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",111.8,117.9,114.9,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",107,112.9,110,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",107.8,113.8,110.8,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",103.2,109,106.1,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",102.6,108.4,105.5,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",100.7,106.4,103.6,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",99.8,105.5,102.6,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",101.7,107.4,104.6,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",97.4,103,100.2,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",105.6,111.4,108.5,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",,,102.03,90,5108468,102.03
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",248.3,257.3,252.8,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",244.2,253.1,248.6,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",245.1,254.1,249.6,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",253.5,262.5,258,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",252.4,261.5,257,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",262.6,271.8,267.2,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",259.3,268.4,263.9,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",264.3,273.5,268.9,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",271,280.3,275.6,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",269.6,278.9,274.3,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",294.6,304.3,299.5,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",,,287.39,90,5108468,287.39
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",117.5,123.7,120.6,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",112.5,118.6,115.6,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",115.2,121.4,118.3,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",120,126.3,123.2,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",118.1,124.3,121.2,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",121.3,127.6,124.4,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",121.2,127.5,124.3,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",121.1,127.3,124.2,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",124.8,131.1,127.9,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",125,131.3,128.1,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",142.8,149.6,146.2,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",,,136.01,90,5108468,136.01
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",325.6,335.9,330.8,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",319.2,329.4,324.3,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",320.9,331.1,326,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",331.1,341.4,336.2,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",329.5,339.8,334.6,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",344.4,354.9,349.7,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",342.1,352.6,347.4,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",346,356.6,351.3,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",356.3,367,361.6,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",355.7,366.3,361,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",389.1,400.2,394.7,90,5108468,378.37
Mortality,AL,Alabama,1,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",,,378.37,90,5108468,378.37
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2010,2010,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",88.5,93.9,91.2,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2011,2011,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",96,101.7,98.9,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2012,2012,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",90.9,96.3,93.6,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2013,2013,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",72.7,77.6,75.2,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2014,2014,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",67.2,71.9,69.6,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2015,2015,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",67.7,72.5,70.1,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2016,2016,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",67.8,72.5,70.2,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2017,2017,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",68.1,72.8,70.4,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2018,2018,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",71.8,76.6,74.2,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2019,2019,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",70.8,75.6,73.2,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2020,2020,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",93.2,98.7,95.9,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Kidney Disease,CKD,2021,2021,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",,,73.95,90,5108468,73.95
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2010,2010,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",137.2,147.9,142.5,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2011,2011,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",139.1,149.7,144.4,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2012,2012,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",142,152.7,147.3,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2013,2013,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",143,153.6,148.3,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2014,2014,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",140.3,150.8,145.6,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2015,2015,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",150.8,161.6,156.2,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2016,2016,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",151.3,162.1,156.7,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2017,2017,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",156.5,167.4,161.9,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2018,2018,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",160.7,171.7,166.2,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2019,2019,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",156.8,167.6,162.2,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2020,2020,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",151.1,161.7,156.4,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2021,2021,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",,,164.17,90,5108468,164.17
Mortality,AL,Alabama,1,Chronic Obstructive Pulmonary Disease,COPD,2010,2010,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",238,251.9,244.9,90,5108468,264.69
